credential_id,credential_name,pathway_node,pathway_level,pathway_tracks,match_score,match_reasons,mapping_status,evidence_status,record_type,official_url
CAND-E7B31BC312AD8B,SUBSCRIBE NOW,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/subscriptions/
CAND-989485B50B0B5C,Subscriptions,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/subscriptions/
CAND-F40E67F6105B12,Support,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/about/contact-us/
CAND-4C1B9AB7AB37C0,System Administration,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/system-administration/
CAND-5D668D7A5B7885,Systems Engineering,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/systems-engineering/
CAND-A80EA74850D03C,Terms of Service,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/certification/verify-certification/verify-certification-terms-of-service/
CAND-432744DA17973E,The Linux Foundation Certification Verification Tool,linux,Foundation,cybersecurity;cloud-devops,65,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/certification/verify/
CAND-76BED8633FB4D9,Training & Certification,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org
CAND-2DF793B5FCA714,Training Partner Program,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/about/training-partner-program/
CAND-9D7CAC60745B74,Tux Rewards,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/tux-rewards/
CAND-E779DD920FC35E,Unnati Development and Training Centre,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/training/regional-training/
CAND-D3EE7ADD1125EB,Verify Certification,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/certification/verify/
CAND-1DBBB28712BE6E,VIEW NOW,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/cybersecurity-skills-framework/
CAND-370F9465A2B865,Web & Application Development,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/application-development/
CAND-2BC91BA3EAC2D3,Webinars,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/resources/?_sft_content_type=webinars
CAND-FDD2AF1E9B3857,セキュア ソフトウェア開発 (LFD121-JP),linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://training.linuxfoundation.org/training/developing-secure-software-lfd121-jp/
CAND-0AB56EE7232455,Become a certified professional,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/
CAND-8EEC817776E256,Certification Development Standards,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/value-of-certification/our-certification-development-standards/
CAND-A45DA0F4A6BD82,Certification Renewal,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/our-certifications/renewal/
CAND-847EFA13D64E31,Check out our study and exam resources.,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/
CAND-B8E1EC827E17D1,Exam Preparation,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/how-to-get-certified/preparing-for-my-exam/
CAND-D96BE4A12CE5D4,Exam Pricing,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/exam-pricing/
CAND-4857BC350A5DE8,Exam Vouchers and Return Policy,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/lpi-exam-vouchers-and-return-policy/
CAND-7C7E6B5C3D354A,Find out which certification is right for you.,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/
CAND-28F9E74D49DF73,Get Certified,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/our-certifications/getting-started/
CAND-9221AD2A24A9E4,Get Certified >,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/our-certifications/getting-started/
CAND-181FCCE9DFA274,Linux Careers,linux,Foundation,cybersecurity;cloud-devops,65,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/value-of-certification/linux-professionals/
CAND-E8F4FDB2AE8AF9,New to Linux,linux,Foundation,cybersecurity;cloud-devops,65,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/value-of-certification/new-to-linux/
CAND-D6B560D033E901,Preparing for Your Exam,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/
CAND-12CAC9492E4119,Preparing for Your Exam,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/how-to-get-certified/preparing-for-my-exam/
CAND-B2B3A56F2044BE,Switch to Open Source,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/value-of-certification/government/
CAND-601A73F2DCF48C,Training Partner,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/partner-programs/training-partner/
CAND-6FC8FEB13DFFCF,Why Certified Employees,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/value-of-certification/employers/
CAND-D4DD524F70073E,Why Offer LPI Training,linux,Foundation,cybersecurity;cloud-devops,40,linux,candidate,official-page-extraction,credential-candidate,https://www.lpi.org/value-of-certification/educators/
CAND-8381793B9E0781,Agent Platform TensorBoard custom training with custom container,containers,Foundation,python-software;cloud-devops,65,container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/experiments/user-journey/uj-tensorboard-custom-training-custom-container
CAND-E23C56C7A44130,Agent Platform TensorBoard custom training with prebuilt container,containers,Foundation,python-software;cloud-devops,65,container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/experiments/user-journey/uj-tensorboard-custom-training-prebuilt-container
CAND-A14A529D099299,Cloud Storage,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/cloud-storage-file-system
CAND-B86153F6D632CA,Configure container settings for training,containers,Foundation,python-software;cloud-devops,65,container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/configure-container-settings
CAND-A48C4422E719E7,container configurations,containers,Foundation,python-software;cloud-devops,65,container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/configure-container-settings
CAND-A98FE21A964D62,Create a custom container,containers,Foundation,python-software;cloud-devops,65,container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/create-custom-container
CAND-DDA496928839ED,Create a Python training application for a prebuilt container,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/create-python-pre-built-container
CAND-DDA496928839ED,Create a Python training application for a prebuilt container,containers,Foundation,python-software;cloud-devops,65,container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/create-python-pre-built-container
CAND-9405C14D30BADA,Create your own Docker container image,containers,Foundation,python-software;cloud-devops,95,docker;container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/create-custom-container
CAND-4A357F9EDD983C,custom container image,containers,Foundation,python-software;cloud-devops,65,container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/containers-overview
CAND-9750C816D0A359,Custom containers for serverless training,containers,Foundation,python-software;cloud-devops,65,containers,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/containers-overview
CAND-13E4A220B212CC,Networking,networking-basics,Foundation,networking,65,networking,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/training-clusters/networking
CAND-63BF2004FE255B,NFS shares on Google Cloud,cloud-fundamentals,Foundation,cloud-devops,95,cloud;google cloud,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/train-nfs-share
CAND-5C230A6CF3322F,perform these steps by using one Google Cloud CLI command,cloud-fundamentals,Foundation,cloud-devops,95,cloud;google cloud,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/create-custom-job#create_custom_job-gcloud
CAND-EE394A8F8AA9A4,prebuilt container image,containers,Foundation,python-software;cloud-devops,65,container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/pre-built-containers
CAND-71131F54426D69,Prebuilt containers for serverless training,containers,Foundation,python-software;cloud-devops,65,containers,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/pre-built-containers
CAND-F6C1116F55A2A2,Profile model training performance using Cloud Profiler,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/experiments/user-journey/uj-tensorboard-profiler-training-performance
CAND-3B602877BB2962,Profile model training performance using Cloud Profiler in custom training with prebuilt container,containers,Foundation,python-software;cloud-devops,65,container,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/experiments/user-journey/uj-tensorboard-profiler-custom-training-prebuilt
CAND-3B602877BB2962,Profile model training performance using Cloud Profiler in custom training with prebuilt container,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/experiments/user-journey/uj-tensorboard-profiler-custom-training-prebuilt
CAND-EA223215FCA15A,PyTorch efficient training with cloud data,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/neural-architecture-search/pytorch-efficient-training
CAND-B6F6888DBB16B7,Training with Cloud TPU VMs,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/training-with-tpu-vm
CAND-5C75D529F41A2E,Use Cloud Storage as a mounted file system,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/cloud-storage-file-system
CAND-1222F19E82E194,Use prebuilt training containers and search spaces,containers,Foundation,python-software;cloud-devops,65,containers,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/neural-architecture-search/pre-built-trainer
CAND-19ACA19F6D208F,Using the API,apis,Intermediate,python-software,65,api,candidate,official-page-extraction,credential-candidate,https://docs.cloud.google.com/gemini-enterprise-agent-platform/machine-learning/training/automl-edge-api
CAND-FCF5FAFB829DB5,"03 Graph Application Development Ship production apps powered by Neo4j. Driver courses for building applications with Python, JavaScript, Java, .NET, and Go. 9 course s →",python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/categories/app-development
CAND-4263506A6BD4B7,Analyze Graph Data with Python 4h Apply graph algorithms at scale using the Python GDS client and Aura Graph Analytics Start course,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/workshop-gds-python-aga
CAND-B904749D47E6ED,"AuraDB Fundamentals 1h Learn how to use Neo4j AuraDB, a fully managed graph database service in the cloud. Start course",sql,Foundation,python-software,65,database,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/aura-fundamentals
CAND-B904749D47E6ED,"AuraDB Fundamentals 1h Learn how to use Neo4j AuraDB, a fully managed graph database service in the cloud. Start course",cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/aura-fundamentals
CAND-36A5A7B827D175,Building Agents in Neo4j Aura 2h Learn to build and publish agentic systems in Neo4j Aura Start course,agents,Professional,ai-engineering,65,agentic,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/aura-agents
CAND-E7CE92DB72DC82,Building GraphRAG Python MCP tools 2h Build your own GraphRAG MCP server with graph-backed tools and resources. Start course,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/genai-mcp-build-custom-tools-python
CAND-D069DB84FCE049,Building Knowledge Graphs with LLMs 1h Learn how to use Generative AI and LLMs to convert unstructured data into knowledge graphs. Start course,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/llm-knowledge-graph-construction
CAND-96ED05EA92128D,Constructing Knowledge Graphs with Neo4j GraphRAG for Python 2h Learn how to use Python and LLMs to convert unstructured data into knowledge graphs. Start course,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/genai-graphrag-python
CAND-CD3DEF0C5B0A4B,"Context Graphs: Agent Memory with Neo4j 2h 30m Build an AI agent that records its reasoning, then query the trace to understand what it did and why Start course",agents,Professional,ai-engineering,65,ai agent,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/genai-context-graphs
CAND-E1809281368BA1,Introduction to Neo4j & GraphQL 2h Learn how to create GraphQL APIs using Neo4j GraphQL Toolbox and Library. Start course,apis,Intermediate,python-software,95,apis;graphql,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/graphql-basics
CAND-A04990F21A78D2,Neo4j & Generative AI Certification,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/
CAND-6AED7335A82FAA,Neo4j & Generative AI Certification,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses
CAND-E691F2203B7FFF,Neo4j & Generative AI Certification 1h Prove your ability to build production RAG applications with Neo4j's knowledge graph and vector search Start course,rag,Advanced,ai-engineering,65,rag,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/genai-certification
CAND-E691F2203B7FFF,Neo4j & Generative AI Certification 1h Prove your ability to build production RAG applications with Neo4j's knowledge graph and vector search Start course,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/genai-certification
CAND-BBFAE36A74AAA5,Neo4j & GenerativeAI Fundamentals 2h Learn how Neo4j and GraphRAG can support your Generative AI projects Start course,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/genai-fundamentals
CAND-745162BD82C4A6,"Neo4j and Generative AI Workshop 2h Learn how to build GraphRAG workflows with Neo4j, Python, and LLM-powered retrieval techniques. Start course",python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/workshop-genai
CAND-745162BD82C4A6,"Neo4j and Generative AI Workshop 2h Learn how to build GraphRAG workflows with Neo4j, Python, and LLM-powered retrieval techniques. Start course",llm,Advanced,ai-engineering,65,llm,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/workshop-genai
CAND-745162BD82C4A6,"Neo4j and Generative AI Workshop 2h Learn how to build GraphRAG workflows with Neo4j, Python, and LLM-powered retrieval techniques. Start course",ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/workshop-genai
CAND-EBA9892DB75108,"Running Neo4j in Docker 55 min Run Neo4j in Docker, then scale up to a fault-tolerant cluster Start course",containers,Foundation,python-software;cloud-devops,65,docker,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/administration-docker-cluster
CAND-73E7AD4000949A,Using Neo4j with LangChain 1h Learn how to use Neo4j in your GenAI applications with LangChain Start course,ai-literacy,Explore,ai-engineering,65,genai,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/genai-integration-langchain
CAND-5F1B148649936D,Using Neo4j with Python 1h Learn how to interact with Neo4j from Python using the Neo4j Python Driver Start course,python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/drivers-python
CAND-6A265FA0E31534,"Workshop de Neo4j e IA Generativa 2h Aprenda a construir fluxos de trabalho GraphRAG com Neo4j, Python e técnicas de recuperação com LLM. Start course",python,Foundation,ai-engineering;python-software,65,python,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/pt-br-workshop-genai
CAND-6A265FA0E31534,"Workshop de Neo4j e IA Generativa 2h Aprenda a construir fluxos de trabalho GraphRAG com Neo4j, Python e técnicas de recuperação com LLM. Start course",llm,Advanced,ai-engineering,65,llm,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/pt-br-workshop-genai
CAND-B9C75B1EE17EE6,"Zero to Production Hands-On Workshop 1h Go from Zero to Production with Neo4j, Aura, and AI Agents. Start course",agents,Professional,ai-engineering,65,ai agents,candidate,official-page-extraction,credential-candidate,https://graphacademy.neo4j.com/courses/workshop-zero
CAND-5615D6CD33B4B9,"Embedded Measurements, Control and Monitoring",observability,Advanced,cloud-devops,65,monitoring,candidate,official-page-extraction,credential-candidate,https://www.ni.com/en/shop/services/education-services/embedded-systems-courses.html
CAND-22DE470B9EE15B,Deep Learning,deep-learning,Advanced,ai-engineering,65,deep learning,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-eu/training/find-training/
CAND-45DB115D2B9105,Deep Learning,deep-learning,Advanced,ai-engineering,65,deep learning,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-eu/training/find-training/?topics=deep+learning
CAND-A661848D33BBC4,Deep Learning Institute,deep-learning,Advanced,ai-engineering,65,deep learning,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-us/training/
CAND-1D655E2E484C02,Deep Learning Institute,deep-learning,Advanced,ai-engineering,65,deep learning,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-eu/training/
CAND-2A51BB6D243147,Generative AI / LLMs,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-eu/training/find-training/
CAND-D2B38D88483840,Generative AI / LLMs,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-eu/training/find-training/?topics=Generative+AI%2FLLM
CAND-645DB90B208CF4,Infrastructure Training: AI Computing and Networking,networking-basics,Foundation,networking,65,networking,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-us/learn/organizations/
CAND-15488E2445FF12,NVIDIA Deep Learning Institute (DLI),deep-learning,Advanced,ai-engineering,65,deep learning,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-eu/training/
CAND-8A7892F6DCEC1F,NVIDIA-Certified Associate: Generative AI LLM,llm,Advanced,ai-engineering,65,llm,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-us/learn/learning-paths/
CAND-8A7892F6DCEC1F,NVIDIA-Certified Associate: Generative AI LLM,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-us/learn/learning-paths/
CAND-8CAFBD492BA90F,NVIDIA-Certified Associate: Generative AI Multimodal,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-us/learn/learning-paths/
CAND-ACAF1130E45BE0,NVIDIA-Certified Professional AI Networking Showcase the ability to deploy and configure environments that leverage NVIDIA’s advanced networking technologies. $400 2 hours NCP-AIN,networking-basics,Foundation,networking,65,networking,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-us/learn/certification/ai-networking-professional/
CAND-6DF150BF94BB34,NVIDIA-Certified Professional: Agentic AI,agents,Professional,ai-engineering,65,agentic,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-us/learn/learning-paths/
CAND-EDA2BA09C2DF3D,NVIDIA-Certified Professional: AI Networking,networking-basics,Foundation,networking,65,networking,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-us/learn/learning-paths/
CAND-9F20EE3E17676A,NVIDIA-Certified Professional: Generative AI LLMs,ai-literacy,Explore,ai-engineering,65,generative ai,candidate,official-page-extraction,credential-candidate,https://www.nvidia.com/en-us/learn/learning-paths/
CAND-3AFE8B9D423A71,Livestream · Builders Builder Bootcamp: RAG,rag,Advanced,ai-engineering,65,rag,candidate,official-page-extraction,credential-candidate,https://academy.openai.com/public/clubs/builders-etkn1/events/builder-bootcamp-rag-7sdtlmnqff
CAND-ADECF142F1E9F7,Free courses on the Linux Foundation Education platform,linux,Foundation,cybersecurity;cloud-devops,65,linux,candidate,official-page-extraction,credential-candidate,https://openssf.org/training/
CAND-4C36FD84D292C7,Certifications,observability,Advanced,cloud-devops,40,opentelemetry,candidate,official-page-extraction,credential-candidate,https://opentelemetry.io/training/#certifications
CAND-2844BD2D294BD3,Courses,observability,Advanced,cloud-devops,40,opentelemetry,candidate,official-page-extraction,credential-candidate,https://opentelemetry.io/training/#courses
CAND-3ED30BFC42BE92,English EN,observability,Advanced,cloud-devops,40,opentelemetry,candidate,official-page-extraction,credential-candidate,https://opentelemetry.io/training/
CAND-19F64297DADE09,Español,observability,Advanced,cloud-devops,40,opentelemetry,candidate,official-page-extraction,credential-candidate,https://opentelemetry.io/es/training/
CAND-99779D79F6AC32,Is the OTCA Exam Right for You? Insights for Both Newcomers and Advanced Users,observability,Advanced,cloud-devops,40,opentelemetry,candidate,official-page-extraction,credential-candidate,https://opentelemetry.io/blog/2025/otca-for-newcomers-and-advanced-users/
CAND-E6BD1FADB65FAD,Português,observability,Advanced,cloud-devops,40,opentelemetry,candidate,official-page-extraction,credential-candidate,https://opentelemetry.io/pt/training/
CAND-D1F57987DB3C2D,Retrospective of go.opentelemetry.io incident,observability,Advanced,cloud-devops,65,opentelemetry,candidate,official-page-extraction,credential-candidate,https://opentelemetry.io/blog/2025/go-opentelemetry-io-expired-certificate/
CAND-689B777F68E73E,Training,observability,Advanced,cloud-devops,40,opentelemetry,candidate,official-page-extraction,credential-candidate,https://opentelemetry.io/training/
CAND-0D1662A402D716,View Markdown,observability,Advanced,cloud-devops,40,opentelemetry,candidate,official-page-extraction,credential-candidate,https://opentelemetry.io/training/index.md
CAND-5CD817206FBF77,Oracle Cloud Applications Exam Subscription,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/training/buy/
CAND-9066BF1A8999C4,Oracle Cloud EPM,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/certification/#epm
CAND-E45719C310D28D,Oracle Cloud ERP,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/certification/#erp
CAND-6ED11746F8F7DD,Oracle Cloud HCM,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/certification/#hcm
CAND-0AE1810672494F,Oracle Cloud Infrastructure,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/certification/#oci
CAND-ED70533A682495,Oracle Cloud Infrastructure,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/training/oracle-cloud-infrastructure/
CAND-F3918559437AE5,Oracle Cloud SCM,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/certification/#scm
CAND-FBD9F4CF3491CD,Oracle Database,sql,Foundation,python-software,65,database,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/certification/#database
CAND-DFA7AB3E732888,Oracle Database,sql,Foundation,python-software,65,database,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/training/database/
CAND-4A6C209E0FEAD4,Oracle Linux,linux,Foundation,cybersecurity;cloud-devops,65,linux,candidate,official-page-extraction,credential-candidate,https://www.oracle.com/education/certification/#linux
CAND-C940D881860233,datasheet PagerDuty Operations Cloud Drives Digital Demand In Higher Education,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/public-sector/datasheet/pagerduty-operations-cloud-drives-digital-demand-in-higher-education/
CAND-77781A95DA3E53,Modern Incident Response: An Interactive Training Series,dfir,Advanced,cybersecurity,65,incident response,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/
CAND-6B499F43DC132A,New Certification Alert: Master PagerDuty’s APIs!,apis,Intermediate,python-software,65,apis,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/
CAND-B05141720F71DE,PagerDuty Operations Cloud Drives Digital Demand In Higher Education,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/
CAND-0F635817D79C55,PagerDuty Operations Cloud Drives Digital Demand In Higher Education,cloud-fundamentals,Foundation,cloud-devops,65,cloud,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/industries/education/
CAND-D0FDFD8FEA8B2D,pdu-training AI-Powered Ops | AI Agents in Action: Accelerating Incident Response,dfir,Advanced,cybersecurity,65,incident response,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/category/pdu-training/ai-agents-in-action/
CAND-D0FDFD8FEA8B2D,pdu-training AI-Powered Ops | AI Agents in Action: Accelerating Incident Response,agents,Professional,ai-engineering,65,ai agents,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/category/pdu-training/ai-agents-in-action/
CAND-5CDFC335CFD173,pdu-training AI-Powered Ops | Collaboration Without Context-Switching,routing-switching,Advanced,networking,65,switching,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/category/pdu-training/collaboration-without-context-switching/
CAND-8F86A26A3442DE,pdu-training AI-Powered Ops | The Future is Agentic: Building Your AI‑Powered Operations Platform,agents,Professional,ai-engineering,65,agentic,candidate,official-page-extraction,credential-candidate,https://www.pagerduty.com/resources/category/pdu-training/the-future-is-agentic/
